2022-04-20 10:48:08.769 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:10.616 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.086186
2022-04-20 10:48:10.616 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:48:10.616 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:10.616 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:11.131 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': '', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:11.131 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"invitationCode：must not be blank","data":null}
2022-04-20 10:48:11.132 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.098778
2022-04-20 10:48:11.132 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:48:11.132 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:11.132 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:11.584 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:11.584 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001019,"msg":"验证码错误","data":null}
2022-04-20 10:48:11.584 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.109965
2022-04-20 10:48:12.853 | SUCCESS  | utils.mysql_res:update_sql:104 - --------------------------------------------------更新成功--------------------------------------------------
