2022-04-20 10:51:43.316 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:45.564 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"invitationCode：must not be blank","data":null}
2022-04-20 10:51:45.565 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.0825
2022-04-20 10:51:45.565 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:51:45.565 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:45.565 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:46.200 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:46.200 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001007,"msg":"手机号只能注册一次","data":null}
2022-04-20 10:51:46.200 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.255148
2022-04-20 10:51:46.201 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：10001007
2022-04-20 10:51:46.201 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:46.201 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:47.416 | SUCCESS  | utils.mysql_res:update_sql:104 - --------------------------------------------------更新成功--------------------------------------------------
